Date,Portfolio
2010-01-05,-0.0005845071980345533
2010-01-06,-0.0010584477838806873
2010-01-07,-0.0024287439668833092
2010-01-08,0.0011305427024945304
2010-01-11,-0.0005302351413888115
2010-01-12,0.0016435621216628908
2010-01-13,0.0013806011662659495
2010-01-14,-0.001907153357581372
2010-01-15,0.004477841927279127
2010-01-18,0.002870877710704074
2010-01-19,-0.0006742733661097137
2010-01-20,0.007207025897097094
2010-01-21,0.0008061330912999701
2010-01-22,-5.487165309645437e-05
2010-01-25,-0.002690460890650029
2010-01-26,0.0010093340637141453
2010-01-27,0.004338664365076464
2010-01-28,-0.0005257097041657773
2010-01-29,0.0007030447667178057
2010-02-01,-0.0010761465795542148
2010-02-02,-0.00038995258067119716
2010-02-03,0.00258315556547501
2010-02-04,-0.002716544491860301
2010-02-05,-0.0021947126998466595
2010-02-08,0.001192646145936095
2010-02-09,-0.0009077407013821619
2010-02-10,0.002701883201048355
2010-02-11,0.001508222150929623
2010-02-12,-0.0011987820727351202
2010-02-15,0.0015238655890861003
2010-02-16,-0.0015094921495778563
2010-02-17,0.0022748316189255434
2010-02-18,-0.0033168166886926903
2010-02-19,0.0007748353402839066
2010-02-22,-0.0012948897194997057
2010-02-23,0.0014619653497227715
2010-02-24,-0.00036909695392936537
2010-02-25,0.0008830743398997
2010-02-26,0.0008141488526219196
2010-03-01,0.0008641713237761212
2010-03-02,0.0014505064152137398
2010-03-03,-0.0032199546582070636
2010-03-04,0.0016195973965152139
2010-03-05,-0.00016935776656179491
2010-03-08,0.001985993625597554
2010-03-09,0.0002876858209787867
2010-03-10,0.0010073350201221655
2010-03-11,0.0035865427092556896
2010-03-12,-0.0025930773314049526
2010-03-15,-0.001447715580968548
2010-03-16,0.00272127632925162
2010-03-17,0.0003549760750560632
2010-03-18,-0.0017044750947388327
2010-03-19,-0.0026972630439063713
2010-03-22,0.0010994100781113922
2010-03-23,0.0016035264900602
2010-03-24,0.0022160108903431295
2010-03-25,0.0008216062940216525
2010-03-26,-0.00022993985509544153
2010-03-29,0.000854140868681111
2010-03-30,0.0002325870434040942
2010-03-31,0.0037787600459155747
2010-04-01,-5.679871084291816e-05
2010-04-05,0.0
2010-04-06,-0.0004971227770917534
2010-04-07,-0.00013587640465882733
2010-04-08,-3.64988655483996e-05
2010-04-09,0.0019557397127304456
2010-04-12,-0.0008624153046966455
2010-04-13,-0.00032806209302824885
2010-04-14,0.004970394680948401
2010-04-15,0.002522288030531766
2010-04-16,0.0029854069157218407
2010-04-19,-0.0005939206829284293
2010-04-20,0.003520165571310793
2010-04-21,0.00040940092204473253
2010-04-22,0.0010506316116897197
2010-04-23,0.00014558685119978767
2010-04-26,-0.00151906069188765
2010-04-27,0.00014782377281736598
2010-04-28,-0.003688847884847464
2010-04-29,-0.002713693265819034
2010-04-30,0.0031318279959663495
